"session","created","modified","ended","expired","age","sex","sex_open","partner_any","partner_type","partner_open","occup_any","occup_type","occup_open","sport_any","SWLS_1_Start","SWLS_2_Start","SWLS_3_Start","SWLS_4_Start","SWLS_5_Start","is_own_domain","own_domain","IMP_health_Start","IMP_romantic_Start","IMP_social_Start","IMP_family_Start","IMP_friends_Start","IMP_looks_Start","IMP_sports_Start","IMP_leisuretime_Start","IMP_leisureuse_Start","IMP_occup_Start","IMP_occuptask_Start","IMP_occupperform_Start","IMP_occuprelations_Start","IMP_owndomain_Start","GUESS_health_Start","GUESS_CONF_health_Start","GUESS_romantic_Start","GUESS_CONF_romantic_Start","GUESS_social_Start","GUESS_CONF_social_Start","GUESS_family_Start","GUESS_CONF_family_Start","GUESS_friends_Start","GUESS_CONF_friends_Start","GUESS_looks_Start","GUESS_CONF_looks_Start","GUESS_sports_Start","GUESS_CONF_sports_Start","GUESS_leisuretime_Start","GUESS_CONF_leisuretime_Start","GUESS_leisureuse_Start","GUESS_CONF_leisureuse_Start","GUESS_occup_Start","GUESS_CONF_occup_Start","GUESS_occuptask_Start","GUESS_CONF_occuptask_Start","GUESS_occupperform_Start","GUESS_CONF_occupperform_Start","GUESS_occuprelations_Start","GUESS_CONF_occuprelations_Start","GUESS_owndomain_Start","GUESS_CONF_owndomain_Start","RANK_select_health_Start","RANK_select_romantic_Start","RANK_select_social_Start","RANK_select_family_Start","RANK_select_friends_Start","RANK_select_looks_Start","RANK_select_sports_Start","RANK_select_leisuretime_Start","RANK_select_leisureuse_Start","RANK_select_occup_Start","RANK_select_occuptask_Start","RANK_select_occupperform_Start","RANK_select_occuprelations_Start","RANK_select_owndomain_Start","RANK_health_Start","RANK_romantic_Start","RANK_social_Start","RANK_family_Start","RANK_friends_Start","RANK_looks_Start","RANK_sports_Start","RANK_leisuretime_Start","RANK_leisureuse_Start","RANK_occup_Start","RANK_occuptask_Start","RANK_occupperform_Start","RANK_occuprelations_Start","RANK_owndomain_Start","MLQ_P_1_Start","MLQ_S_1_Start","MLQ_P_2_Start","MLQ_S_2_Start","MLQ_P_3_R_Start","MLQ_S_3_Start","BFI_EXT_1","BFI_AGR_1","BFI_CON_1_R","BFI_NEU_1_R","BFI_OPE_1_R","BFI_AGR_2","BFI_AGR_3_R","BFI_EXT_2_R","BFI_OPE_2","BFI_EXT_3","BFI_CON_2_R","BFI_NEU_2_R","BFI_EXT_4_R","BFI_NEU_3_R","BFI_OPE_3_R","BFI_CON_3","BFI_NEU_4","BFI_AGR_4_R","BFI_OPE_4","BFI_EXT_5","BFI_CON_4","BFI_AGR_5_R","BFI_EXT_6_R","BFI_CON_5","BFI_NEU_5","BFI_OPE_5_R","BFI_AGR_6","BFI_CON_6_R","BFI_NEU_6","BFI_OPE_6","PA_T_1_Start","NA_T_1_Start","NA_T_2_Start","PA_T_2_Start","NA_T_3_Start","PA_T_3_Start","NA_T_4_Start","NA_T_5_Start","SI_1","SI_2","SI_3","SI_4","SI_5"
"RbzhGN8ISy5Z4BRaGLFc62yiFxf_UUlnwcf7JtVfocGHGrLnm8wLOzH7kiCwknVj","2018-04-12","2018-04-12","2018-04-12",NA,48,1,NA,0,NA,NA,1,"fulltime",NA,0,5,4,6,6,6,0,NA,3,NA,5,5,4,3,NA,3,3,3,4,4,4,NA,4,4,NA,NA,5,5,5,5,4,4,3,4,NA,NA,4,4,4,4,4,4,4,4,4,3,5,4,NA,NA,0,NA,1,1,1,0,NA,1,0,0,1,0,0,NA,NA,NA,2,1,4,NA,NA,3,NA,NA,5,NA,NA,NA,5,3,5,3,2,2,4,5,2,3,2,5,2,3,3,4,3,3,5,3,1,4,3,2,4,3,4,2,2,4,3,1,4,1,3,5,3,2,2,3,2,3,2,2,4,4,4,3,4
"U-poVPntWKOMRp3LMN96T-LLZUX4IRfM8PyLCJe-WLtAdMRmTyagrIs8G8GIU5Pq","2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fiEWGw_Wg5Tzhy5xdDfzZG0QZTmrnDzbL_skZ6HcQCwG_5471ElEGptP2wZLF9XX","2018-04-12","2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yUyDaJz0SRT8AgiOhszcL1Hoa-mrZbtmXbkKsy-mrYgve9upZxrGp7z719W4Ch1W","2018-04-12","2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FoQUBn8KzXO9nzaUCFbrqqA6HeLGbF0HqA0RGpEpXlralE-Ly6LnUL3zAJJb-46K","2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931ddd4MqD_YiSP5DfCmbPUuChusCx4_HlVP10EtWZHFG3zFZLO8ubPTVHlcQhHO","2018-04-12","2018-04-12","2018-04-12",NA,33,1,NA,1,"complicated",NA,1,"parttime",NA,1,2,5,2,6,1,0,NA,5,4,3,5,4,2,3,3,5,2,1,5,4,NA,5,4,5,5,3,4,5,5,4,5,1,4,3,4,2,4,5,5,2,4,3,4,1,4,3,4,NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,2,3,5,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,6,3,2,2,1,1,4,5,1,3,4,5,1,4,5,3,1,2,5,2,1,4,5,2,5,1,5,5,3,3,5,1,4,1,2,3,2,2,5,3,1,2,2,3,5,6,6,6,6
"V2FWSma9jFHjoKMsEsHz9SWtXgYefyoVTxP2Gjzpk1CQ-YmfL27getM0xKb8vnCV","2018-04-12","2018-04-12","2018-04-12",NA,20,1,NA,0,NA,NA,1,"college",NA,1,5,6,6,5,6,0,NA,4,NA,5,4,5,3,2,4,5,4,4,5,5,NA,4,3,NA,NA,5,5,4,5,5,5,4,3,3,3,4,4,5,4,4,4,5,4,5,3,5,5,NA,NA,0,NA,0,0,1,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,5,4,3,NA,3,6,3,5,4,5,4,4,4,4,2,4,2,1,4,5,2,5,2,3,2,2,2,2,5,4,4,1,1,5,2,1,4,2,4,4,4,2,3,3,2,4,2,2,5,4,5,5,3
"XnusFfQ-30O-AlJ1RiFsm52Br82cEv_Sqwh1_ECl2QKzsJFjO7PzUTgvrmd5HFbz","2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799XwGxWDmDAiC4H7EeZhXn0nJcXIR9InFLkXJ6FbNJViwMGeZOIa8Yhr-ZPBIvM","2018-04-12","2018-04-12","2018-04-12",NA,23,2,NA,0,NA,NA,1,"college",NA,1,5,6,6,6,5,0,NA,5,NA,4,5,3,3,5,3,4,5,4,5,3,NA,5,5,NA,NA,4,4,5,5,4,4,2,4,5,5,3,3,4,4,4,4,4,4,5,4,3,2,NA,NA,1,NA,1,1,0,0,1,0,0,1,0,0,0,NA,4,NA,2,1,NA,NA,3,NA,NA,5,NA,NA,NA,NA,5,4,5,3,2,3,2,4,2,2,1,5,2,5,5,2,2,5,2,4,2,4,4,2,4,4,5,4,3,4,2,4,3,2,1,3,3,2,2,3,2,4,3,2,3,3,2,3,2
"kynSQWyrvy1sMNljJL8ngzgE9f-epTMtDwFpUdjnLim-bc53o2TYRUAnsWaTM_pK","2018-04-12","2018-04-12","2018-04-12",NA,75,2,NA,0,NA,NA,0,NA,NA,1,4,4,6,4,3,0,NA,5,NA,5,5,3,4,3,3,3,NA,NA,NA,NA,NA,5,4,NA,NA,5,5,5,4,4,4,5,4,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,1,0,0,1,NA,NA,NA,NA,NA,5,NA,4,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,7,6,6,7,1,2,4,5,3,5,4,5,3,4,4,4,4,4,3,5,2,4,3,1,5,4,5,1,2,4,2,1,4,1,1,4,5,2,2,3,2,3,2,1,5,6,5,6,5
"JQ4hDbzRPkcV4alH7fQLzujQOPPq9BEzvWCdb6QXK2vqeGMu3dCujYkaOIdxw-jf","2018-04-12","2018-04-13","2018-04-13",NA,19,1,NA,1,"committed",NA,1,"college",NA,1,3,7,6,6,6,0,NA,3,4,5,5,5,4,4,4,5,5,5,4,5,NA,4,3,5,4,5,5,5,5,5,5,4,2,2,3,2,3,5,4,4,4,3,3,3,4,5,4,NA,NA,0,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,4,2,1,NA,NA,NA,NA,3,5,NA,NA,NA,NA,3,5,1,6,2,6,4,4,2,3,2,4,2,2,4,1,2,4,2,2,2,3,3,4,4,3,4,2,4,3,2,1,4,3,2,4,3,2,3,4,2,4,4,4,3,3,3,2,6
"6IXE1Q79fJcCBXCGPi6RNiQscdZEStJ8BThSR8PlM7HDxT1bH6tqpeILVwMssiAQ","2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0LY_tn2gBlxUgA0pVCOX_RmEm_Xa80M3dejTTDOwwW9Kl_lWcAIW-h07yYC04LGy","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wjptQxss4ZXwX6llj1VLPWJHEuguNPHH3LMrnzZ4858hxH7YPpy8rabhHN8ak4-1","2018-04-13","2018-04-13",NA,NA,70,1,NA,0,NA,NA,0,NA,NA,1,5,4,5,5,3,0,NA,5,NA,4,4,5,3,4,4,4,NA,NA,NA,NA,NA,5,5,NA,NA,4,5,4,5,5,5,3,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pCOxjQv9SN7C5pRBnuNHrzTM8YCERuU6ALkDloOLjo2MnqxoOt6489gFHLpjb3SI","2018-04-13","2018-04-13","2018-04-13",NA,23,1,NA,1,"committed",NA,1,"college",NA,0,2,3,3,3,4,0,NA,3,5,4,4,4,2,NA,4,3,2,2,3,1,NA,5,4,5,4,4,3,4,3,4,3,3,2,NA,NA,5,3,3,3,3,2,2,3,3,3,2,1,NA,NA,1,1,1,1,0,0,NA,1,0,0,0,0,0,NA,1,2,4,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,1,1,5,3,2,4,3,3,2,4,4,3,4,2,5,2,4,3,2,2,5,3,4,2,3,2,3,3,4,1,2,2,2,4,3,4,4,3,4,2,4,3,4,5,3,4,5
"AJz3CrL1MPlJWj_sXU4rLwqr6EP4mYnPp7fzYU-XJWsq6k2o-qw_dmFvYZkaBEh1","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mSSgi0Z9FO0FE7E3Aw2EVpSxiG3jeXDS6xbPfG_DqYh2-iK9kdym_I5BaZQV2a4y","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liyylf_fJQOM8Za9wJj-0xtSVxq9dTEcgNCUEp7qf3SQ-HEt28zO2iVlSm3BKyR5","2018-04-13","2018-04-13","2018-04-13",NA,56,1,NA,1,"married",NA,1,"fulltime",NA,1,4,4,7,4,4,0,NA,4,4,3,3,3,2,4,5,4,4,4,4,4,NA,4,4,4,4,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,0,1,0,0,0,1,0,1,0,0,0,NA,4,1,NA,2,NA,NA,NA,5,NA,3,NA,NA,NA,NA,4,4,4,1,1,1,5,5,3,2,5,5,3,1,1,3,3,3,1,3,3,5,3,3,4,5,5,3,3,5,3,3,4,3,3,3,2,2,2,4,2,4,2,2,4,4,4,4,4
"I5qIFRVm0laFlQBa4hhWOE7dshnwfLwVMZizA7WVKtwKqBLxqYXvv11AGCMCU7QD","2018-04-13","2018-04-13","2018-04-13",NA,45,1,NA,1,"married",NA,1,"parttime",NA,1,3,3,3,3,2,0,NA,2,4,3,4,3,4,4,5,5,4,4,4,3,NA,3,3,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,5,3,4,3,4,4,4,NA,NA,0,0,1,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,4,3,NA,NA,NA,2,5,1,NA,NA,NA,NA,2,7,2,7,3,7,3,4,4,1,1,5,3,3,5,3,3,1,3,1,1,3,5,3,5,3,4,3,3,3,4,1,4,3,3,4,2,4,4,3,2,3,4,4,6,5,6,6,6
"k5iVX9I_RVx_p5UkLLfV0YotW3npScWrLRomuMRZOcnhWcpcf4VHgSZOyH_vLlqB","2018-04-13","2018-04-13","2018-04-13",NA,52,1,NA,1,"committed, cohabit",NA,1,"parttime",NA,0,3,4,3,5,4,1,"Beziehung zu den eigenen Kindern ",5,5,4,5,4,4,NA,4,4,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,NA,NA,5,5,5,5,5,5,4,5,5,3,4,4,5,2,1,1,0,0,0,1,NA,1,0,0,0,0,0,1,5,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,4,6,1,5,2,1,1,4,4,1,3,2,5,4,3,3,1,3,4,1,3,1,5,3,1,5,3,5,1,4,5,4,3,4,1,2,4,3,2,3,3,2,3,2,2,6,5,4,5,6
"hNTkufEsaf8YOfZMdxGpwCuzxW8dhlkMVru2-BBGPNRv7K_bH4uOhDE31rEgnlH9","2018-04-13","2018-04-13","2018-04-13",NA,42,2,NA,0,NA,NA,1,"fulltime",NA,1,5,6,5,6,6,0,NA,5,NA,5,4,5,3,4,5,5,4,4,5,5,NA,4,5,NA,NA,4,4,4,5,5,5,3,5,3,4,5,5,5,5,5,5,5,5,4,4,4,4,NA,NA,1,NA,1,0,1,0,0,1,0,1,0,0,0,NA,1,NA,2,NA,3,NA,NA,4,NA,5,NA,NA,NA,NA,5,2,6,6,1,1,4,5,2,4,2,5,3,3,3,3,2,4,2,4,2,3,2,3,4,5,5,2,3,5,1,1,3,2,2,4,4,2,2,4,2,4,2,3,5,6,6,6,4
"8Y7HCaJki4s3SnVgRILD7L2tVTIM3-lpbqRzcB-ZZNPsVUw1pqfm0w9piQ8w8e1J","2018-04-13","2018-04-13",NA,NA,66,2,NA,0,NA,NA,0,NA,NA,1,5,4,5,4,5,0,NA,5,NA,5,3,5,4,4,5,5,NA,NA,NA,NA,NA,5,5,NA,NA,4,4,3,4,4,3,4,4,5,4,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0cStcUgbGMORJn53V3Acz7mJSxGJH3lIECFmAYktJ424jCuYFQR5QcjQhkzKsiEY","2018-04-13","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"es7izR0tjkjZ5J_L1sMIBI6_uOWGAQQQ-8NFV6b73FRfj929ur1ipI10nhDLHToG","2018-04-13","2018-04-13","2018-04-13",NA,20,1,NA,0,NA,NA,1,"college",NA,0,4,5,5,3,2,1,"Herkunft",5,NA,5,2,5,3,NA,4,5,5,5,3,5,5,4,5,NA,NA,5,5,2,4,5,5,3,5,NA,NA,4,2,5,5,5,5,5,5,3,4,5,5,5,5,0,NA,1,0,1,0,NA,0,1,0,1,0,1,0,NA,NA,4,NA,1,NA,NA,NA,5,NA,3,NA,2,NA,5,5,3,7,2,3,5,5,3,3,2,5,3,2,5,3,5,3,2,3,3,3,5,1,5,4,4,1,3,3,4,1,3,3,2,2,2,2,4,5,4,4,3,3,4,3,2,2,6
"niVXINLmpmQc4qzYwpHuBquG4CnnvBNVnNhwxl18XI38kg9PiPWQ58iGP9GSDQZQ","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5qluBzrRafMseVrDxh-Qj1_iR3z2a8NnsmARGFDU2H7BEY0hNyRwEm2D1TVUexHP","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TO-1yGNRuHygmXZXx_qQNVsU1ZM76N4kG0CzbFGNJCySF63c8h_OND6gEjaJUHRL","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fc3zJ2ffHn_zoC1vnpk9ABfkRFiQvyZ33csUyOQoPEhiNihjXZ6CATx_doCdLJu-","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
